Startup YC link,Startup Name,Startup Location,Discription,Batch,_tagLink_zhfs4_1040 href 2,Type,Industry
https://www.ycombinator.com/companies/outlit,Outlit,"San Francisco, CA, USA",Customer Context for Agents,Winter 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,
https://www.ycombinator.com/companies/forge-automation,Forge Automation,"Toronto, ON, Canada",Software Enabled CNC Parts Supplier,Winter 2025,https://www.ycombinator.com/companies?industry=Industrials,Industrials,Manufacturing and Robotics
https://www.ycombinator.com/companies/finbar,finbar,,The AI investment analyst,Winter 2025,https://www.ycombinator.com/companies?industry=Fintech,Fintech,
https://www.ycombinator.com/companies/caseflood-ai,Caseflood.ai,"San Francisco, CA, USA",the AI inbound sales team for law firms,Winter 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,Legal
https://www.ycombinator.com/companies/cuckoo-labs,Cuckoo Labs,,Real-time AI translator for global sales and marketing,Winter 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,
https://www.ycombinator.com/companies/orbital-operations,Orbital Operations,,High Thrust Space Vehicles for Satellite Defense,Winter 2025,https://www.ycombinator.com/companies?industry=Industrials,Industrials,Aviation and Space
https://www.ycombinator.com/companies/toothy-ai,Toothy AI,"San Francisco, CA, USA",AI for insurance verification & billing at dental clinics,Winter 2025,https://www.ycombinator.com/companies?industry=Healthcare,Healthcare,Healthcare IT
https://www.ycombinator.com/companies/altrina,Altrina,"Menlo Park, CA, USA",The SOP Automation Platform,Winter 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,Productivity
https://www.ycombinator.com/companies/gradewiz,GradeWiz,"San Francisco, CA, USA",AI Grading for Teachers,Winter 2025,https://www.ycombinator.com/companies?industry=Education,Education,
https://www.ycombinator.com/companies/harper,Harper,"San Francisco, CA, USA",AI-native commercial insurance brokerage,Winter 2025,https://www.ycombinator.com/companies?industry=Fintech,Fintech,Insurance
https://www.ycombinator.com/companies/browser-use,Browser Use,"San Francisco, CA, USA",Leading open-source web agent project with 50k stars in 3 months,Winter 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,
https://www.ycombinator.com/companies/jo,jo,"Menlo Park, CA, USA",jo is a voice-first digital personality that works alongside you…,Winter 2024,https://www.ycombinator.com/companies?industry=Consumer,Consumer,
https://www.ycombinator.com/companies/asteroid,Asteroid,"San Francisco, CA, USA",AI Browser Agents for the Back-Office,Winter 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,
https://www.ycombinator.com/companies/copycat,CopyCat,"San Francisco, CA, USA",AI-Powered Automation to Transform Your Back Office,Winter 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,Operations
https://www.ycombinator.com/companies/general-proximity,General Proximity,"San Francisco, CA, USA",The next generation of induced-proximity medicines.,Winter 2020,https://www.ycombinator.com/companies?industry=Healthcare,Healthcare,Drug Discovery and Delivery
https://www.ycombinator.com/companies/zeroentropy,ZeroEntropy,,High accuracy search API over unstructured data.,Winter 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,Infrastructure
https://www.ycombinator.com/companies/promptless,Promptless,"San Francisco, CA, USA",An AI teammate that automatically updates your customer-facing docs,Winter 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,"Engineering, Product and Design"
https://www.ycombinator.com/companies/solidroad,Solidroad,"San Francisco, CA, USA","AI agents for CX teams, starting with training and QA.",Winter 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,
https://www.ycombinator.com/companies/edexia,Edexia,"San Francisco, CA, USA",AI Teacher Assistant for Grading Essays,Winter 2025,https://www.ycombinator.com/companies?industry=Education,Education,
https://www.ycombinator.com/companies/subtrace,Subtrace,"San Francisco, CA, USA",Zero code network tracer,Winter 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,"Engineering, Product and Design"
https://www.ycombinator.com/companies/telli,telli,"Berlin, Berlin, Germany",AI phone agents that convert,Fall 2024,https://www.ycombinator.com/companies?industry=B2B,B2B,
https://www.ycombinator.com/companies/variant,Variant,"San Francisco, CA, USA",Creative intelligence,Fall 2024,https://www.ycombinator.com/companies?industry=B2B,B2B,"Engineering, Product and Design"
https://www.ycombinator.com/companies/leeroo,Leeroo,,Organizational Superintelligence,Spring 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,
https://www.ycombinator.com/companies/consus,Consus,Remote,Your single source of truth for government documents,Fall 2024,https://www.ycombinator.com/companies?industry=Industrials,Industrials,Aviation and Space
https://www.ycombinator.com/companies/stewdio,Stewdio,"New York, NY, USA",All-in-one AI creative platform,Fall 2024,https://www.ycombinator.com/companies?industry=Consumer,Consumer,
https://www.ycombinator.com/companies/vortexifyai,VortexifyAI,"New York, NY, USA",Build AI applications and automations for supply chain operations,Fall 2024,https://www.ycombinator.com/companies?industry=B2B,B2B,Supply Chain and Logistics
https://www.ycombinator.com/companies/avora,Avora,,Agents for dental operations,Fall 2024,https://www.ycombinator.com/companies?industry=Healthcare,Healthcare,
https://www.ycombinator.com/companies/mobius-materials,Mobius Materials,"San Francisco, CA, USA",The spot market for semiconductors,Summer 2020,https://www.ycombinator.com/companies?industry=Industrials,Industrials,Manufacturing and Robotics
https://www.ycombinator.com/companies/archilabs,ArchiLabs,"San Francisco, CA, USA",AI Copilot for Architects,Fall 2024,https://www.ycombinator.com/companies?industry=Real%20Estate%20and%20Construction,Real Estate and Construction,Construction
https://www.ycombinator.com/companies/loombotic,Loombotic,"Toronto, ON, Canada",Wire Harnesses in as little as 7 days,Fall 2024,https://www.ycombinator.com/companies?industry=Industrials,Industrials,Manufacturing and Robotics
https://www.ycombinator.com/companies/x1,x1,"San Francisco, CA, USA",World’s Most Powerful AI App Studio,Fall 2024,https://www.ycombinator.com/companies?industry=Consumer,Consumer,
https://www.ycombinator.com/companies/gander,Gander,"New York, NY, USA",Automation System for Global Aviation,Fall 2024,https://www.ycombinator.com/companies?industry=B2B,B2B,Operations
https://www.ycombinator.com/companies/revi,Revi,Remote,AI-enabled M&A deal origination,Fall 2024,https://www.ycombinator.com/companies?industry=B2B,B2B,Sales
https://www.ycombinator.com/companies/pearson-labs,Pearson Labs,"San Francisco, CA, USA",AI agents to automate corporate transactions,Fall 2024,https://www.ycombinator.com/companies?industry=B2B,B2B,Legal
https://www.ycombinator.com/companies/moonset-health,Moonset Health,,"AI for Post-Acute Senior Care (Hospice, Home Health, Skilled Nursing…",Fall 2024,https://www.ycombinator.com/companies?industry=B2B,B2B,Sales
https://www.ycombinator.com/companies/cosmic-new,Cosmic,"San Francisco, CA, USA","Build, monetize, and deploy full-stack websites in minutes",Fall 2024,https://www.ycombinator.com/companies?industry=B2B,B2B,
https://www.ycombinator.com/companies/riskcube,RiskCube,"San Francisco, CA, USA",AI-native commercial insurance broker,Fall 2024,https://www.ycombinator.com/companies?industry=Fintech,Fintech,Insurance
https://www.ycombinator.com/companies/healthspark,HealthSpark,"San Francisco, CA, USA",Empowering Physical Therapists to Go Independent,Fall 2024,https://www.ycombinator.com/companies?industry=Healthcare,Healthcare,
https://www.ycombinator.com/companies/surge,Surge,"Lehi, UT, USA",Stripe for telephony,Fall 2024,https://www.ycombinator.com/companies?industry=B2B,B2B,"Engineering, Product and Design"
https://www.ycombinator.com/companies/browserbook,BrowserBook,"New York, NY, USA",The Browser Automation IDE,Fall 2024,https://www.ycombinator.com/companies?industry=B2B,B2B,Productivity
https://www.ycombinator.com/companies/kura-ai,Kura AI,,New State of the Art for Browser Agents,Summer 2024,https://www.ycombinator.com/companies?industry=B2B,B2B,
https://www.ycombinator.com/companies/platus,Platus,,"Instant Legal Infrastructure - Draft, Sign, Notarize & Process",Fall 2024,https://www.ycombinator.com/companies?industry=B2B,B2B,Legal
https://www.ycombinator.com/companies/revisiondojo,RevisionDojo,,AI tutors for students.,Fall 2024,https://www.ycombinator.com/companies?industry=Education,Education,
https://www.ycombinator.com/companies/canvas,Canvas,,Claude Code for GTM Engineering,Fall 2024,https://www.ycombinator.com/companies?industry=B2B,B2B,
https://www.ycombinator.com/companies/diffusion-studio,Diffusion Studio,"San Francisco, CA, USA","Professional-grade video editing, in your browser.",Fall 2024,https://www.ycombinator.com/companies?industry=Consumer,Consumer,Content
https://www.ycombinator.com/companies/keye,Keye,"New York, NY, USA",The Smartest Private Equity Investor,Fall 2024,https://www.ycombinator.com/companies?industry=Fintech,Fintech,
https://www.ycombinator.com/companies/clarus,Clarus,"New York, NY, USA",LP clarity across private markets,Fall 2024,https://www.ycombinator.com/companies?industry=B2B,B2B,"Engineering, Product and Design"
https://www.ycombinator.com/companies/autocomputer,AutoComputer,"San Francisco, CA, USA",Desktop RPA with AI computer use,Fall 2024,https://www.ycombinator.com/companies?industry=B2B,B2B,
https://www.ycombinator.com/companies/rankai,Rankai,"San Francisco, CA, USA",AI-Native Agency for Organic Growth (SEO & GEO),Summer 2023,https://www.ycombinator.com/companies?industry=B2B,B2B,Marketing
https://www.ycombinator.com/companies/futureclinic,FutureClinic,"San Francisco, CA, USA",Personal doctors through chat,Fall 2024,https://www.ycombinator.com/companies?industry=Healthcare,Healthcare,
https://www.ycombinator.com/companies/melder,Melder,"New York, NY, USA",AI formulas and document support for Microsoft Excel,Fall 2024,https://www.ycombinator.com/companies?industry=B2B,B2B,Productivity
https://www.ycombinator.com/companies/permitportal,PermitPortal,"San Francisco, CA, USA",AI Operating System for Pre-construction,Fall 2024,https://www.ycombinator.com/companies?industry=Real%20Estate%20and%20Construction,Real Estate and Construction,
https://www.ycombinator.com/companies/darkgrade,Darkgrade,"New York, NY, USA",Let your camera understand the world,Fall 2024,https://www.ycombinator.com/companies?industry=B2B,B2B,Infrastructure
https://www.ycombinator.com/companies/asha-health,Asha Health,"New York, NY, USA",We help medical practices become AI-native,Fall 2024,https://www.ycombinator.com/companies?industry=Healthcare,Healthcare,
https://www.ycombinator.com/companies/tiny,Tiny,"Singapore, Singapore",A new kind of ERP system for factories,Fall 2024,https://www.ycombinator.com/companies?industry=B2B,B2B,
https://www.ycombinator.com/companies/sre-ai,SRE.ai,"San Francisco, CA, USA",AI DevOps Agents,Fall 2024,https://www.ycombinator.com/companies?industry=B2B,B2B,Infrastructure
https://www.ycombinator.com/companies/origami-2,Origami,"San Francisco, CA, USA",Find your perfect leads with one prompt,Fall 2024,https://www.ycombinator.com/companies?industry=B2B,B2B,Sales
https://www.ycombinator.com/companies/friday,Friday,"San Francisco, CA, USA",The AI Assistant for Gmail,Fall 2024,https://www.ycombinator.com/companies?industry=Consumer,Consumer,
https://www.ycombinator.com/companies/candle,Candle,"San Francisco, CA, USA",Candle helps friends and couples grow closer daily in just 5 minutes.,Fall 2024,https://www.ycombinator.com/companies?industry=Consumer,Consumer,
https://www.ycombinator.com/companies/riveter-ai,Riveter AI,"San Francisco, CA, USA",Lovable for web scraping,Fall 2024,https://www.ycombinator.com/companies?industry=B2B,B2B,"Engineering, Product and Design"
https://www.ycombinator.com/companies/karmen,Karmen,,Your AI scheduling assistant for construction,Fall 2024,https://www.ycombinator.com/companies?industry=Real%20Estate%20and%20Construction,Real Estate and Construction,Construction
https://www.ycombinator.com/companies/reticular,Reticular,"San Francisco, CA, USA",Interpretable AI for drug discovery,Fall 2024,https://www.ycombinator.com/companies?industry=Healthcare,Healthcare,Drug Discovery and Delivery
https://www.ycombinator.com/companies/unusual,Unusual,"San Francisco, CA, USA",Discover and change how AI models talk about your brand.,Fall 2024,https://www.ycombinator.com/companies?industry=B2B,B2B,Marketing
https://www.ycombinator.com/companies/crouton,Crouton,"New York, NY, USA",The living map of your organization,Fall 2024,https://www.ycombinator.com/companies?industry=B2B,B2B,Operations
https://www.ycombinator.com/companies/vly-ai-2,vly.ai,"San Francisco, CA, USA",The Lovable & Replit killers,Fall 2024,https://www.ycombinator.com/companies?industry=B2B,B2B,"Engineering, Product and Design"
https://www.ycombinator.com/companies/ryvn,Ryvn,"New York, NY, USA",Easy and secure customer cloud deployments,Fall 2024,https://www.ycombinator.com/companies?industry=B2B,B2B,Infrastructure
https://www.ycombinator.com/companies/ultralight,Ultralight,"San Francisco, CA, USA","Universal, Pure-GPU HTML Renderer",Winter 2019,https://www.ycombinator.com/companies?industry=B2B,B2B,"Engineering, Product and Design"
https://www.ycombinator.com/companies/afternoon-co,Afternoon.co,"New York, NY, USA","Bookkeeping, compliance and tax for founders",Fall 2024,https://www.ycombinator.com/companies?industry=B2B,B2B,Finance and Accounting
https://www.ycombinator.com/companies/autumn,Autumn,,Billing infrastructure for AI,Summer 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,
https://www.ycombinator.com/companies/symphony,Symphony,"New York, NY, USA",Voice AI sims for next-gen employee training,Fall 2024,https://www.ycombinator.com/companies?industry=B2B,B2B,
https://www.ycombinator.com/companies/hybrd,HYBRD,"Boston, MA, USA",Get faster & stronger,Fall 2024,https://www.ycombinator.com/companies?industry=Consumer,Consumer,
https://www.ycombinator.com/companies/innate,Innate,"Palo Alto, CA, USA",Personal AI Robots,Fall 2024,https://www.ycombinator.com/companies?industry=Consumer,Consumer,Consumer Electronics
https://www.ycombinator.com/companies/sphinx,Sphinx,,AI Compliance Analysts for Banks & Fintechs,Fall 2024,https://www.ycombinator.com/companies?industry=Fintech,Fintech,
https://www.ycombinator.com/companies/zeroframe,Zeroframe,"San Francisco, CA, USA",Pushing the boundaries of AI,Fall 2024,https://www.ycombinator.com/companies?industry=B2B,B2B,
https://www.ycombinator.com/companies/capy,Capy,"San Francisco, CA, USA",The IDE for the parallel age,Fall 2024,https://www.ycombinator.com/companies?industry=B2B,B2B,"Engineering, Product and Design"
https://www.ycombinator.com/companies/galini,Galini,"San Francisco, CA, USA",Compliance guardrails-as-a-service for AI applications,Fall 2024,https://www.ycombinator.com/companies?industry=B2B,B2B,
https://www.ycombinator.com/companies/vaya,Vaya,"San Francisco, CA, USA",Discover your next vacation for less.,Fall 2024,https://www.ycombinator.com/companies?industry=Consumer,Consumer,"Travel, Leisure and Tourism"
https://www.ycombinator.com/companies/forerunner-ai,Forerunner AI,"San Francisco, CA, USA",AI that gets aircraft flying faster,Fall 2024,https://www.ycombinator.com/companies?industry=Industrials,Industrials,Aviation and Space
https://www.ycombinator.com/companies/roundabout-technologies,Roundabout Technologies,,Software for AI-powered traffic lights,Fall 2024,https://www.ycombinator.com/companies?industry=Government,Government,
https://www.ycombinator.com/companies/luthor,Luthor,"San Francisco, CA, USA",Marketing Approval Platform for Regulated Industries,Fall 2024,https://www.ycombinator.com/companies?industry=B2B,B2B,
https://www.ycombinator.com/companies/ctgt,CTGT,"San Francisco, CA, USA",CTGT safeguards against reputational risk from GenAI across your org,Fall 2024,https://www.ycombinator.com/companies?industry=B2B,B2B,Infrastructure
https://www.ycombinator.com/companies/raycaster,Raycaster,"New York, NY, USA",AI for life sciences documents,Fall 2024,https://www.ycombinator.com/companies?industry=B2B,B2B,Productivity
https://www.ycombinator.com/companies/collectwise,CollectWise,,Automating consumer debt collection with AI,Fall 2024,https://www.ycombinator.com/companies?industry=Fintech,Fintech,
https://www.ycombinator.com/companies/sunset,Sunset,,Find and move money after a death,Fall 2024,https://www.ycombinator.com/companies?industry=Fintech,Fintech,Consumer Finance
https://www.ycombinator.com/companies/lightscreen-ai,Lightscreen AI,,Voice + video AI interviewer,Fall 2024,https://www.ycombinator.com/companies?industry=B2B,B2B,Recruiting and Talent
https://www.ycombinator.com/companies/fresco,Fresco,,AI copilot for construction estimators,Fall 2024,https://www.ycombinator.com/companies?industry=Real%20Estate%20and%20Construction,Real Estate and Construction,Construction
https://www.ycombinator.com/companies/issen,ISSEN,"New York, NY, USA",AI realtime voice companion for language learning,Fall 2024,https://www.ycombinator.com/companies?industry=Consumer,Consumer,
https://www.ycombinator.com/companies/revyl,Revyl,"San Francisco, CA, USA",AI-Native Mobile Testing,Fall 2024,https://www.ycombinator.com/companies?industry=B2B,B2B,Infrastructure
https://www.ycombinator.com/companies/vespper,Vespper,Remote,The first AI-native document editor for long-form content,Fall 2024,https://www.ycombinator.com/companies?industry=B2B,B2B,Productivity
https://www.ycombinator.com/companies/crustdata,Crustdata,,Real-time B2B data via simple APIs,Fall 2024,https://www.ycombinator.com/companies?industry=B2B,B2B,Sales
https://www.ycombinator.com/companies/moonshine,Moonshine,"San Francisco, CA, USA",Building software to understanding the world with a camera,Fall 2024,https://www.ycombinator.com/companies?industry=B2B,B2B,
https://www.ycombinator.com/companies/smooth,Smooth,,"Fast, simple, reliable AI browser agent",Fall 2024,https://www.ycombinator.com/companies?industry=B2B,B2B,"Engineering, Product and Design"
https://www.ycombinator.com/companies/withcharm,Charm,"New York, NY, USA",Charm is the universal payments app — send money to anyone.,Fall 2024,https://www.ycombinator.com/companies?industry=Consumer,Consumer,Social
https://www.ycombinator.com/companies/relvy-ai,Relvy AI,,AI powered debugging notebooks for incident response,Fall 2024,https://www.ycombinator.com/companies?industry=B2B,B2B,"Engineering, Product and Design"
https://www.ycombinator.com/companies/synth-3,Synth,"San Francisco, CA, USA",Prompt and Context Optimization for Coding Agents,Fall 2024,https://www.ycombinator.com/companies?industry=B2B,B2B,Infrastructure
https://www.ycombinator.com/companies/gecko-security,Gecko Security,"San Francisco, CA, USA",The AI Security Engineer to Find and Fix Vulnerabilities,Fall 2024,https://www.ycombinator.com/companies?industry=B2B,B2B,Security
https://www.ycombinator.com/companies/metreecs,Metreecs,,AI-powered demand forecasting for retail,Fall 2024,https://www.ycombinator.com/companies?industry=B2B,B2B,Retail
https://www.ycombinator.com/companies/gait,Gait,"San Francisco, CA, USA",Building Dev Infra for AI Software Engineers,Fall 2024,https://www.ycombinator.com/companies?industry=B2B,B2B,
https://www.ycombinator.com/companies/alex,Alex,"San Francisco, CA, USA",The Cursor for Xcode,Fall 2024,https://www.ycombinator.com/companies?industry=B2B,B2B,"Engineering, Product and Design"
https://www.ycombinator.com/companies/codebuff,Codebuff,,The CLI tool that writes code for you,Fall 2024,https://www.ycombinator.com/companies?industry=B2B,B2B,"Engineering, Product and Design"
https://www.ycombinator.com/companies/cekura-ai,Cekura,"San Francisco, CA, USA",Voice AI and Chat AI agents: Testing and Observability,Fall 2024,https://www.ycombinator.com/companies?industry=B2B,B2B,"Engineering, Product and Design"
https://www.ycombinator.com/companies/ember,Ember,"San Francisco, CA, USA",AI RCM. A/R Analysis in 3 days or less. Reduce claim denials by 55%.,Fall 2024,https://www.ycombinator.com/companies?industry=Healthcare,Healthcare,
https://www.ycombinator.com/companies/rulebase,Rulebase,,AI agents for financial services.,Fall 2024,https://www.ycombinator.com/companies?industry=B2B,B2B,Operations
https://www.ycombinator.com/companies/attimet,attimet,"San Francisco, CA, USA",we predict stuff,Fall 2024,https://www.ycombinator.com/companies?industry=Fintech,Fintech,
https://www.ycombinator.com/companies/durate,Durate,"San Francisco, CA, USA",Automated physician scheduling,Fall 2024,https://www.ycombinator.com/companies?industry=Healthcare,Healthcare,Healthcare IT
https://www.ycombinator.com/companies/lingodotdev,Lingo.dev,"San Francisco, CA, USA","Open-source, AI-powered i18n toolkit for instant localization.",Fall 2024,https://www.ycombinator.com/companies?industry=B2B,B2B,"Engineering, Product and Design"
https://www.ycombinator.com/companies/openfunnel,OpenFunnel,,We monitor your TAM and surface companies when custom triggers fire.,Fall 2024,https://www.ycombinator.com/companies?industry=B2B,B2B,Sales
https://www.ycombinator.com/companies/curo,Curo,"San Francisco, CA, USA",Electric fleets park and charge anywhere with Curo,Fall 2024,https://www.ycombinator.com/companies?industry=Industrials,Industrials,Automotive
https://www.ycombinator.com/companies/astrix-health,Matcha,"New York, NY, USA",The best way to hire clinical talent.,Fall 2024,https://www.ycombinator.com/companies?industry=Healthcare,Healthcare,
https://www.ycombinator.com/companies/humanlayer,HumanLayer,"San Francisco, CA, USA",Getting AI Coding Agents to solve hard problems in complex codebases,Fall 2024,https://www.ycombinator.com/companies?industry=B2B,B2B,"Engineering, Product and Design"
https://www.ycombinator.com/companies/dexter,Dexter,"Berlin, Berlin, Germany",AI-powered Procure-to-Pay,Fall 2024,https://www.ycombinator.com/companies?industry=B2B,B2B,Operations
https://www.ycombinator.com/companies/sandra-ai,Sandra AI,"Miami, FL, USA",Building AI employees for car dealers,Fall 2024,https://www.ycombinator.com/companies?industry=B2B,B2B,
https://www.ycombinator.com/companies/apolink,Apolink,"Palo Alto, CA, USA",24/7 satellite connectivity in low Earth orbit,Fall 2024,https://www.ycombinator.com/companies?industry=Industrials,Industrials,Aviation and Space
https://www.ycombinator.com/companies/streamable,Streamable,"San Francisco, CA, USA",Never IRL stream with issues again.,Fall 2024,https://www.ycombinator.com/companies?industry=Consumer,Consumer,
https://www.ycombinator.com/companies/struct-ai,Struct,"San Francisco, CA, USA",Automate your on-call runbook,Fall 2024,https://www.ycombinator.com/companies?industry=B2B,B2B,"Engineering, Product and Design"
https://www.ycombinator.com/companies/supercontrast,supercontrast,"San Francisco, CA, USA",AI Co-Pilot for Design,Fall 2024,https://www.ycombinator.com/companies?industry=B2B,B2B,"Engineering, Product and Design"
https://www.ycombinator.com/companies/archil,Archil,"San Francisco, CA, USA",The high-performance file system that connects AI to data,Fall 2024,https://www.ycombinator.com/companies?industry=B2B,B2B,Infrastructure
https://www.ycombinator.com/companies/substrate,Substrate,Remote,Artificial Intelligence for your medical billing team,Summer 2024,https://www.ycombinator.com/companies?industry=B2B,B2B,
https://www.ycombinator.com/companies/void,Void,"San Francisco, CA, USA",The open source Cursor alternative,Summer 2024,https://www.ycombinator.com/companies?industry=B2B,B2B,"Engineering, Product and Design"
https://www.ycombinator.com/companies/camfer,camfer,"San Francisco, CA, USA",Building the world’s first AI mechanical engineer.,Summer 2024,https://www.ycombinator.com/companies?industry=B2B,B2B,"Engineering, Product and Design"
https://www.ycombinator.com/companies/lysto,Lysto,"New York, NY, USA",Revenue intelligence platforms for startups,Summer 2023,https://www.ycombinator.com/companies?industry=B2B,B2B,Sales
https://www.ycombinator.com/companies/getcho,Getcho,"New York, NY, USA",The reliability platform for last-mile delivery,Fall 2024,https://www.ycombinator.com/companies?industry=B2B,B2B,Supply Chain and Logistics
https://www.ycombinator.com/companies/cobblestone,Cobblestone,"New York, NY, USA",Delinquency reduction and automation software for institutional…,Winter 2023,https://www.ycombinator.com/companies?industry=Real%20Estate%20and%20Construction,Real Estate and Construction,
https://www.ycombinator.com/companies/et-al,et al.,"San Francisco, CA, USA",Feed of insights extracted from your go-to sources using LLMs.,Summer 2024,https://www.ycombinator.com/companies?industry=Consumer,Consumer,
https://www.ycombinator.com/companies/expand-ai,expand.ai,"San Francisco, CA, USA",Turn any website into an API.,Summer 2024,https://www.ycombinator.com/companies?industry=B2B,B2B,
https://www.ycombinator.com/companies/seals-ai,Seals AI,"San Francisco, CA, USA",AI Employees for Wholesalers & Distributors,Summer 2024,https://www.ycombinator.com/companies?industry=B2B,B2B,
https://www.ycombinator.com/companies/hey-revia,Hey Revia,,Voice AI to automate complex phone calls for healthcare providers,Summer 2024,https://www.ycombinator.com/companies?industry=B2B,B2B,
https://www.ycombinator.com/companies/village-labs,Village Labs,"New York, NY, USA",Helping America's businesses become employee owned,Summer 2024,https://www.ycombinator.com/companies?industry=B2B,B2B,Human Resources
https://www.ycombinator.com/companies/videogen,VideoGen,,AI that can create and edit professional videos,Summer 2024,https://www.ycombinator.com/companies?industry=B2B,B2B,
https://www.ycombinator.com/companies/unsloth-ai,Unsloth AI,"San Francisco, CA, USA",Open-Source Reinforcement Learning (RL) & Fine-tuning for LLMs.,Summer 2024,https://www.ycombinator.com/companies?industry=B2B,B2B,"Engineering, Product and Design"
https://www.ycombinator.com/companies/rescript,Rescript,"Washington, DC, USA",AI Regulatory Analyst for Enterprises,Summer 2024,https://www.ycombinator.com/companies?industry=B2B,B2B,Legal
https://www.ycombinator.com/companies/pinnacle,Pinnacle,"San Francisco, CA, USA",API & SDK for RCS (the next-generation of texting),Summer 2024,https://www.ycombinator.com/companies?industry=B2B,B2B,"Engineering, Product and Design"
https://www.ycombinator.com/companies/theseus,Theseus,,GPS Denied Navigation for Drones,Summer 2024,https://www.ycombinator.com/companies?industry=Industrials,Industrials,Drones
https://www.ycombinator.com/companies/ficra,Ficra,"San Francisco, CA, USA","Real time, source of truth for every product screen and user flow",Summer 2024,https://www.ycombinator.com/companies?industry=B2B,B2B,
https://www.ycombinator.com/companies/coval,Coval,,Simulation & Evaluation for Voice and Chat Agents,Summer 2024,https://www.ycombinator.com/companies?industry=B2B,B2B,"Engineering, Product and Design"
https://www.ycombinator.com/companies/dayflow,Dayflow,"San Francisco, CA, USA","Generate a detailed log of everything you've worked on, automatically.",Summer 2024,https://www.ycombinator.com/companies?industry=Consumer,Consumer,
https://www.ycombinator.com/companies/conductor,Conductor,"San Francisco, CA, USA",Run a team of coding agents on your Mac,Summer 2024,https://www.ycombinator.com/companies?industry=B2B,B2B,"Engineering, Product and Design"
https://www.ycombinator.com/companies/digitalcarbon,DigitalCarbon,"San Francisco, CA, USA",Transform Images And Videos Into Immersive 3D With AI,Summer 2024,https://www.ycombinator.com/companies?industry=B2B,B2B,
https://www.ycombinator.com/companies/proxis,Proxis,,"The platform for enterprise AI agent automations, starting with email.",Summer 2024,https://www.ycombinator.com/companies?industry=B2B,B2B,
https://www.ycombinator.com/companies/d_model,d_model,,Look inside the model,Summer 2024,https://www.ycombinator.com/companies?industry=B2B,B2B,"Engineering, Product and Design"
https://www.ycombinator.com/companies/dreamrp,DreamRP,"San Francisco, CA, USA",Tech and platforms for human creators and the entertainment industry,Summer 2024,https://www.ycombinator.com/companies?industry=Consumer,Consumer,
https://www.ycombinator.com/companies/sterling-labs-inc,"Sterling Labs, Inc","San Francisco, CA, USA",Currently in stealth - previously FocusBuddy,Summer 2024,https://www.ycombinator.com/companies?industry=Consumer,Consumer,Content
https://www.ycombinator.com/companies/blaze-2,Blaze,"Mexico City, CDMX, Mexico",Global Venmo for cross border payments,Summer 2024,https://www.ycombinator.com/companies?industry=Fintech,Fintech,Payments
https://www.ycombinator.com/companies/magicode,MagiCode,"Stanford, CA, USA",A Reliable AI Frontend Engineer,Summer 2024,https://www.ycombinator.com/companies?industry=B2B,B2B,"Engineering, Product and Design"
https://www.ycombinator.com/companies/abel-police,Abel Police,,Automating police paperwork,Summer 2024,https://www.ycombinator.com/companies?industry=Government,Government,
https://www.ycombinator.com/companies/biocartesian,Biocartesian,"San Francisco, CA, USA",Converting biology into digital molecular maps,Summer 2024,https://www.ycombinator.com/companies?industry=Healthcare,Healthcare,Drug Discovery and Delivery
https://www.ycombinator.com/companies/pathpilot,PathPilot,"San Jose, CA, USA",AI Agents for Lending Operations,Summer 2024,https://www.ycombinator.com/companies?industry=B2B,B2B,
https://www.ycombinator.com/companies/keet,Keet,,Authentication for AI Agents,Summer 2024,https://www.ycombinator.com/companies?industry=B2B,B2B,
https://www.ycombinator.com/companies/rewbi,Rewbi,,Rewbi uses AI to increase grid-connected battery storage revenue 2x,Summer 2024,https://www.ycombinator.com/companies?industry=Industrials,Industrials,Energy
https://www.ycombinator.com/companies/zoa-research,Zoa Research,"New York, NY, USA",Powerful quantitative forecasting models,Summer 2024,https://www.ycombinator.com/companies?industry=B2B,B2B,
https://www.ycombinator.com/companies/autumn-labs,Autumn Labs,"San Francisco, CA, USA",Datadog for industrial robots,Summer 2024,https://www.ycombinator.com/companies?industry=Industrials,Industrials,Manufacturing and Robotics
https://www.ycombinator.com/companies/pap,pap!,"Berkeley, CA, USA","Agents that earn consumers dollars when they shop, travel, and live.",Summer 2024,https://www.ycombinator.com/companies?industry=Consumer,Consumer,
https://www.ycombinator.com/companies/capitol-ai,Capitol AI,"Washington, DC, USA","Model-agnostic AI for enterprises: governed, embedded, decision-grade.",Summer 2024,https://www.ycombinator.com/companies?industry=B2B,B2B,Productivity
